murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,violentPerPop,nonViolPerPop
0,0.0,19.0,89.15,9.0,42.23,24.0,112.61,189.0,886.78,486.0,2280.3,36.0,168.91,8.0,37.54,243.98,3373.53
0,0.0,3.0,18.19,48.0,291.07,80.0,485.11,166.0,1006.61,710.0,4305.38,50.0,303.2,0.0,0.0,794.37,5615.18
0,0.0,10.0,44.65,33.0,147.35,50.0,223.26,258.0,1152.04,1228.0,5483.37,84.0,375.08,32.0,142.89,415.27,7153.38
0,0.0,9.0,45.08,3.0,15.03,16.0,80.14,529.0,2649.77,769.0,3851.93,45.0,225.41,8.0,40.07,140.25,6767.18
0,0.0,2.0,14.64,6.0,43.93,66.0,483.27,233.0,1706.08,509.0,3727.03,45.0,329.5,4.0,29.29,541.85,5791.9
0,0.0,2.0,17.55,1.0,8.77,12.0,105.27,95.0,833.41,192.0,1684.36,26.0,228.09,12.0,105.27,131.59,2851.13
0,0.0,1.0,2.98,11.0,32.76,112.0,333.59,178.0,530.17,578.0,1721.57,145.0,431.88,2.0,5.96,369.33,2689.58
7,10.98,38.0,59.6,279.0,437.59,443.0,694.81,1531.0,2401.27,4156.0,6518.4,375.0,588.16,49.0,76.85,1202.99,9584.68
17,8.58,136.0,68.64,282.0,142.33,840.0,423.97,2541.0,1282.5,7927.0,4000.95,610.0,307.88,128.0,64.6,643.52,5655.94
4,7.28,46.0,83.7,193.0,351.19,253.0,460.37,971.0,1766.87,2631.0,4787.47,362.0,658.71,35.0,63.69,902.54,7276.73
15,17.07,54.0,61.44,328.0,373.2,759.0,863.6,1816.0,2066.27,2989.0,3400.92,1834.0,2086.75,,,1315.31,
1,1.27,16.0,20.34,36.0,45.77,109.0,138.58,641.0,814.97,2150.0,2733.53,134.0,170.37,19.0,24.16,205.97,3743.02
1,2.89,10.0,28.85,28.0,80.79,139.0,401.07,382.0,1102.23,934.0,2694.98,62.0,178.9,5.0,14.43,513.6,3990.54
0,0.0,22.0,44.86,29.0,59.13,137.0,279.36,411.0,838.07,1190.0,2426.54,136.0,277.32,16.0,32.63,383.35,3574.56
0,0.0,10.0,32.17,6.0,19.3,7.0,22.52,79.0,254.17,661.0,2126.7,10.0,32.17,5.0,16.09,74.0,2429.14
15,8.35,209.0,116.34,1107.0,616.2,2809.0,1563.6,4352.0,2422.5,11655.0,6487.65,1806.0,1005.29,73.0,40.63,2304.49,9956.08
5,9.08,10.0,18.16,217.0,394.11,268.0,486.73,797.0,1447.49,1807.0,3281.81,906.0,1645.45,24.0,43.59,908.08,6418.34
0,0.0,0.0,0.0,9.0,29.06,1.0,3.23,105.0,339.04,323.0,1042.94,18.0,58.12,1.0,3.23,32.29,1443.33
0,0.0,6.0,43.85,11.0,80.4,81.0,592.02,207.0,1512.94,470.0,3435.17,77.0,562.78,7.0,51.16,716.27,5562.05
0,0.0,3.0,14.32,6.0,28.65,17.0,81.17,64.0,305.58,231.0,1102.94,56.0,267.38,0.0,0.0,124.14,1675.9
0,0.0,9.0,66.74,7.0,51.91,38.0,281.77,165.0,1223.49,541.0,4011.57,51.0,378.17,0.0,0.0,400.42,5613.23
0,0.0,0.0,0.0,0.0,0.0,2.0,18.87,9.0,84.92,124.0,1170.03,2.0,18.87,1.0,9.44,18.87,1283.26
8,17.07,,,10.0,21.33,39.0,83.2,197.0,420.26,999.0,2131.15,42.0,89.6,3.0,6.4,,2647.41
1,1.45,22.0,32.0,57.0,82.9,348.0,506.15,657.0,955.57,2064.0,3001.96,101.0,146.9,15.0,21.82,622.5,4126.25
2,3.41,,,108.0,184.26,138.0,235.44,481.0,820.64,1926.0,3285.96,350.0,597.14,3.0,5.12,,4708.85
5,7.79,40.0,62.35,170.0,264.97,448.0,698.29,177.0,275.89,2337.0,3642.63,242.0,377.2,,,1033.4,
1,1.4,,,42.0,58.61,95.0,132.57,567.0,791.24,2615.0,3649.18,219.0,305.61,14.0,19.54,,4765.56
0,0.0,0.0,0.0,10.0,85.92,6.0,51.55,125.0,1073.98,265.0,2276.83,54.0,463.96,11.0,94.51,137.47,3909.27
10,20.75,26.0,53.95,77.0,159.78,241.0,500.08,948.0,1967.13,2096.0,4349.27,128.0,265.6,7.0,14.53,734.56,6596.53
0,0.0,3.0,18.88,1.0,6.29,3.0,18.88,41.0,258.09,260.0,1636.66,11.0,69.24,3.0,18.88,44.06,1982.88
154,40.84,353.0,93.62,4559.0,1209.17,4743.0,1257.97,8355.0,2215.96,18991.0,5036.91,7772.0,2061.34,401.0,106.36,2601.6,9420.56
0,0.0,0.0,0.0,13.0,41.47,12.0,38.28,97.0,309.46,444.0,1416.49,49.0,156.32,1.0,3.19,79.76,1885.47
1,2.51,7.0,17.57,37.0,92.89,115.0,288.7,229.0,574.89,1143.0,2869.41,38.0,95.4,4.0,10.04,401.67,3549.73
2,6.24,18.0,56.2,20.0,62.44,32.0,99.91,162.0,505.79,1314.0,4102.53,64.0,199.82,11.0,34.34,224.8,4842.49
0,0.0,,,4.0,10.91,24.0,65.47,284.0,774.73,638.0,1740.41,62.0,169.13,4.0,10.91,,2695.18
1,3.99,0.0,0.0,37.0,147.59,59.0,235.34,326.0,1300.36,1030.0,4108.5,238.0,949.34,6.0,23.93,386.92,6382.13
1,6.19,1.0,6.19,3.0,18.57,1.0,6.19,52.0,321.8,243.0,1503.81,37.0,228.97,0.0,0.0,37.13,2054.58
0,0.0,1.0,6.94,2.0,13.88,7.0,48.58,58.0,402.55,243.0,1686.56,8.0,55.52,1.0,6.94,69.41,2151.58
1,2.0,,,9.0,18.0,64.0,128.01,204.0,408.02,1023.0,2046.12,108.0,216.01,7.0,14.0,,2684.16
12,18.28,90.0,137.13,349.0,531.76,916.0,1395.68,1848.0,2815.74,3599.0,5483.69,710.0,1081.81,29.0,44.19,2082.86,9425.42
0,0.0,2.0,11.62,7.0,40.66,26.0,151.01,36.0,209.1,177.0,1028.05,40.0,232.33,0.0,0.0,203.29,1469.48
1,2.7,9.0,24.32,13.0,35.12,43.0,116.17,256.0,691.63,1059.0,2861.08,87.0,235.05,0.0,0.0,178.31,3787.76
1,6.84,9.0,61.59,6.0,41.06,169.0,1156.58,166.0,1136.05,164.0,1122.37,47.0,321.65,4.0,27.37,1266.08,2607.45
14,21.88,24.0,37.51,170.0,265.72,65.0,101.6,681.0,1064.43,2634.0,4117.04,260.0,406.39,13.0,20.32,426.71,5608.18
1,3.94,4.0,15.77,6.0,23.65,16.0,63.06,194.0,764.62,533.0,2100.74,62.0,244.36,3.0,11.82,106.42,3121.55
4,9.42,36.0,84.81,109.0,256.8,144.0,339.25,674.0,1587.9,2565.0,6042.97,381.0,897.61,40.0,94.24,690.29,8622.72
5,4.82,33.0,31.79,276.0,265.85,350.0,337.13,1017.0,979.61,3195.0,3077.53,1391.0,1339.86,85.0,81.87,639.59,5478.87
0,0.0,4.0,6.9,22.0,37.95,58.0,100.05,346.0,596.84,1533.0,2644.38,143.0,246.67,12.0,20.7,144.9,3508.59
0,0.0,,,2.0,19.42,3.0,29.13,26.0,252.43,221.0,2145.63,8.0,77.67,2.0,19.42,,2495.15
0,0.0,1.0,6.55,1.0,6.55,0.0,0.0,43.0,281.58,317.0,2075.83,1.0,6.55,0.0,0.0,13.1,2363.96
6,9.2,81.0,124.24,246.0,377.31,601.0,921.81,1152.0,1766.93,2889.0,4431.12,398.0,610.45,49.0,75.16,1432.56,6883.65
0,0.0,0.0,0.0,5.0,45.9,34.0,312.1,79.0,725.17,208.0,1909.31,8.0,73.43,1.0,9.18,358.0,2717.09
0,0.0,10.0,42.5,11.0,46.75,72.0,306.02,73.0,310.27,465.0,1976.37,20.0,85.01,1.0,4.25,395.27,2375.89
2,17.45,4.0,34.89,33.0,287.88,74.0,645.56,188.0,1640.06,675.0,5888.51,28.0,244.26,1.0,8.72,985.78,7781.56
2,6.69,8.0,26.75,68.0,227.39,101.0,337.74,298.0,996.49,887.0,2966.06,83.0,277.55,9.0,30.1,598.56,4270.19
2,3.81,14.0,26.67,41.0,78.11,202.0,384.86,586.0,1116.47,3528.0,6721.66,155.0,295.31,3.0,5.72,493.46,8139.16
1,8.64,17.0,146.88,21.0,181.44,82.0,708.48,264.0,2280.97,892.0,7706.93,97.0,838.09,4.0,34.56,1045.45,10860.55
0,0.0,16.0,91.56,23.0,131.62,33.0,188.85,182.0,1041.55,667.0,3817.1,42.0,240.36,6.0,34.34,412.04,5133.34
1,7.5,3.0,22.49,8.0,59.98,29.0,217.44,233.0,1747.02,359.0,2691.76,70.0,524.86,2.0,15.0,307.42,4978.63
0,0.0,0.0,0.0,4.0,27.67,10.0,69.18,198.0,1369.77,230.0,1591.14,26.0,179.87,1.0,6.92,96.85,3147.7
0,0.0,5.0,17.02,12.0,40.85,62.0,211.06,253.0,861.28,640.0,2178.72,56.0,190.64,19.0,64.68,268.94,3295.32
0,0.0,0.0,0.0,9.0,73.92,9.0,73.92,64.0,525.62,274.0,2250.33,31.0,254.6,0.0,0.0,147.83,3030.55
2,9.13,9.0,41.09,27.0,123.28,138.0,630.08,258.0,1177.97,1228.0,5606.79,58.0,264.82,13.0,59.36,803.58,7108.94
27,14.06,39.0,20.31,568.0,295.8,1237.0,644.2,3650.0,1900.83,8498.0,4425.56,1595.0,830.64,113.0,58.85,974.37,7215.88
0,0.0,4.0,36.6,16.0,146.39,46.0,420.86,139.0,1271.73,632.0,5782.25,71.0,649.59,2.0,18.3,603.84,7721.87
6,5.73,59.0,56.39,481.0,459.68,692.0,661.33,2063.0,1971.58,4030.0,3851.41,471.0,450.13,45.0,43.01,1183.14,6316.12
96,36.89,257.0,98.76,5892.0,2264.13,3977.0,1528.25,6879.0,2643.41,10420.0,4004.12,10993.0,4224.31,184.0,70.71,3928.03,10942.54
15,20.48,88.0,120.18,1129.0,1541.82,922.0,1259.13,1732.0,2365.31,1944.0,2654.83,1475.0,2014.34,97.0,132.47,2941.62,7166.95
6,8.66,42.0,60.61,98.0,141.43,254.0,366.58,890.0,1284.46,4156.0,5997.98,254.0,366.58,42.0,60.61,577.28,7709.63
11,26.6,26.0,62.88,221.0,534.51,293.0,708.65,810.0,1959.08,1720.0,4160.02,225.0,544.19,8.0,19.35,1332.66,6682.63
10,14.55,46.0,66.93,106.0,154.24,227.0,330.31,754.0,1097.14,2898.0,4216.87,513.0,746.46,18.0,26.19,566.03,6086.67
3,2.5,64.0,53.23,166.0,138.07,237.0,197.13,1381.0,1148.67,6471.0,5382.36,375.0,311.91,57.0,47.41,390.93,6890.36
22,14.69,114.0,76.1,636.0,424.55,601.0,401.19,4240.0,2830.35,6433.0,4294.25,3116.0,2080.04,384.0,256.33,916.52,9460.97
13,20.64,71.0,112.73,324.0,514.42,235.0,373.12,1456.0,2311.73,4732.0,7513.14,873.0,1386.09,25.0,39.69,1020.91,11250.65
0,0.0,0.0,0.0,12.0,91.78,12.0,91.78,88.0,673.04,232.0,1774.38,30.0,229.45,3.0,22.94,183.56,2699.81
0,0.0,1.0,8.82,0.0,0.0,0.0,0.0,61.0,538.2,280.0,2470.44,18.0,158.81,0.0,0.0,8.82,3167.46
0,0.0,10.0,34.72,26.0,90.27,78.0,270.81,194.0,673.56,743.0,2579.68,66.0,229.15,10.0,34.72,395.81,3517.12
1,2.14,7.0,15.0,57.0,122.18,84.0,180.06,423.0,906.71,1262.0,2705.14,348.0,745.95,16.0,34.3,319.39,4392.09
0,0.0,5.0,22.91,6.0,27.5,18.0,82.49,173.0,792.78,641.0,2937.4,44.0,201.63,12.0,54.99,132.89,3986.8
0,0.0,,,9.0,43.92,7.0,34.16,96.0,468.52,564.0,2752.56,30.0,146.41,2.0,9.76,,3377.26
1,2.11,15.0,31.62,100.0,210.8,203.0,427.93,516.0,1087.74,1766.0,3722.75,98.0,206.59,14.0,29.51,672.46,5046.59
0,0.0,4.0,27.99,3.0,21.0,70.0,489.89,104.0,727.83,516.0,3611.17,44.0,307.93,4.0,27.99,538.88,4674.92
0,0.0,1.0,7.6,3.0,22.8,24.0,182.38,41.0,311.57,227.0,1725.06,18.0,136.79,0.0,0.0,212.78,2173.42
5,12.03,28.0,67.39,105.0,252.7,85.0,204.57,718.0,1728.0,2645.0,6365.67,479.0,1152.8,44.0,105.89,536.69,9352.36
4,21.12,5.0,26.4,5.0,26.4,50.0,264.03,136.0,718.17,597.0,3152.56,57.0,301.0,5.0,26.4,337.96,4198.13
0,0.0,11.0,28.65,14.0,36.46,315.0,820.44,292.0,760.54,697.0,1815.39,108.0,281.29,8.0,20.84,885.56,2878.05
0,0.0,10.0,26.38,6.0,15.83,36.0,94.96,162.0,427.32,791.0,2086.47,37.0,97.6,11.0,29.02,137.16,2640.39
1,9.52,,,2.0,19.05,24.0,228.55,69.0,657.08,532.0,5066.18,17.0,161.89,3.0,28.57,,5913.72
1,2.16,3.0,6.48,11.0,23.77,72.0,155.6,166.0,358.75,357.0,771.52,97.0,209.63,3.0,6.48,188.02,1346.39
0,0.0,11.0,19.23,61.0,106.62,66.0,115.36,487.0,851.23,2596.0,4537.59,188.0,328.61,15.0,26.22,241.21,5743.65
0,0.0,0.0,0.0,1.0,6.45,7.0,45.12,39.0,251.39,160.0,1031.33,12.0,77.35,1.0,6.45,51.57,1366.51
1,1.99,2.0,3.99,77.0,153.58,20.0,39.89,449.0,895.55,1330.0,2652.73,396.0,789.84,18.0,35.9,199.45,4374.02
0,0.0,0.0,0.0,8.0,26.35,55.0,181.12,210.0,691.56,397.0,1307.38,40.0,131.73,1.0,3.29,207.47,2133.97
2,2.6,,,20.0,25.95,42.0,54.5,389.0,504.73,1441.0,1869.7,63.0,81.74,26.0,33.74,,2489.91
2,12.56,3.0,18.83,24.0,150.67,38.0,238.56,176.0,1104.9,437.0,2743.42,107.0,671.73,7.0,43.95,420.62,4564.0
1,4.69,,,14.0,65.62,27.0,126.55,108.0,506.19,526.0,2465.32,39.0,182.79,4.0,18.75,,3173.04
0,0.0,3.0,23.67,0.0,0.0,4.0,31.56,95.0,749.57,191.0,1507.02,11.0,86.79,1.0,7.89,55.23,2351.27
4,18.01,10.0,45.04,109.0,490.9,217.0,977.3,286.0,1288.06,375.0,1688.88,240.0,1080.89,11.0,49.54,1531.26,4107.37
0,0.0,1.0,6.91,3.0,20.72,5.0,34.54,132.0,911.79,546.0,3771.5,10.0,69.08,1.0,6.91,62.17,4759.27
3,12.96,7.0,30.23,69.0,297.98,290.0,1252.38,144.0,621.87,319.0,1377.61,162.0,699.6,6.0,25.91,1593.54,2725.0
0,0.0,,,0.0,0.0,26.0,187.39,62.0,446.85,305.0,2198.2,9.0,64.86,2.0,14.41,,2724.32
1,5.9,1.0,5.9,42.0,247.63,58.0,341.96,124.0,731.09,467.0,2753.38,91.0,536.52,0.0,0.0,601.38,4020.99
2,5.69,11.0,31.31,38.0,108.15,25.0,71.15,220.0,626.16,1027.0,2923.01,514.0,1462.93,18.0,51.23,216.31,5063.33
0,0.0,1.0,6.17,0.0,0.0,9.0,55.52,24.0,148.05,110.0,678.55,10.0,61.69,0.0,0.0,61.69,888.29
2,4.29,9.0,19.32,83.0,178.21,209.0,448.74,404.0,867.42,696.0,1494.36,351.0,753.62,11.0,23.62,650.56,3139.02
0,0.0,8.0,40.01,24.0,120.02,73.0,365.05,187.0,935.14,1064.0,5320.8,87.0,435.07,3.0,15.0,525.08,6706.01
0,0.0,1.0,9.59,6.0,57.52,12.0,115.04,54.0,517.69,374.0,3585.47,83.0,795.71,1.0,9.59,182.15,4908.45
0,0.0,0.0,0.0,5.0,47.2,4.0,37.76,27.0,254.89,213.0,2010.76,22.0,207.68,0.0,0.0,84.96,2473.33
0,0.0,4.0,12.83,1.0,3.21,34.0,109.03,180.0,577.2,509.0,1632.19,37.0,118.65,16.0,51.31,125.06,2379.35
7,18.2,,,131.0,340.55,166.0,431.54,479.0,1245.22,1880.0,4887.31,768.0,1996.52,38.0,98.79,,8227.83
1,1.26,,,28.0,35.23,185.0,232.8,477.0,600.23,2572.0,3236.48,335.0,421.55,17.0,21.39,,4279.66
1,2.57,1.0,2.57,5.0,12.85,3.0,7.71,156.0,400.99,504.0,1295.5,18.0,46.27,9.0,23.13,25.7,1765.89
2,11.15,11.0,61.35,54.0,301.15,64.0,356.92,235.0,1310.58,1334.0,7439.63,58.0,323.46,8.0,44.62,730.58,9118.29
0,0.0,5.0,22.9,7.0,32.06,13.0,59.53,134.0,613.67,525.0,2404.29,35.0,160.29,5.0,22.9,114.49,3201.14
0,0.0,0.0,0.0,2.0,17.52,5.0,43.81,42.0,367.97,308.0,2698.44,43.0,376.73,1.0,8.76,61.33,3451.9
2,13.35,0.0,0.0,2.0,13.35,1.0,6.68,55.0,367.16,207.0,1381.84,32.0,213.62,0.0,0.0,33.38,1962.62
0,0.0,6.0,31.47,10.0,52.45,18.0,94.41,88.0,461.55,440.0,2307.77,136.0,713.31,3.0,15.73,178.33,3498.37
0,0.0,10.0,14.43,123.0,177.45,40.0,57.71,604.0,871.37,948.0,1367.65,761.0,1097.87,8.0,11.54,249.58,3348.43
0,0.0,1.0,2.71,10.0,27.1,5.0,13.55,195.0,528.38,268.0,726.19,92.0,249.29,4.0,10.84,43.35,1514.7
2,3.98,9.0,17.9,80.0,159.08,57.0,113.34,508.0,1010.16,1004.0,1996.46,560.0,1113.56,4.0,7.95,294.3,4128.14
32,16.81,49.0,25.75,451.0,236.96,631.0,331.53,2309.0,1213.17,7752.0,4072.97,1042.0,547.48,46.0,24.17,611.05,5857.78
1,4.47,,,7.0,31.29,24.0,107.28,140.0,625.78,540.0,2413.73,43.0,192.2,4.0,17.88,,3249.6
1,3.09,10.0,30.86,14.0,43.21,117.0,361.08,366.0,1129.53,1491.0,4601.43,126.0,388.85,12.0,37.03,438.23,6156.84
0,0.0,,,13.0,25.36,17.0,33.17,371.0,723.82,1137.0,2218.28,68.0,132.67,9.0,17.56,,3092.32
0,0.0,2.0,4.02,20.0,40.24,53.0,106.62,266.0,535.14,965.0,1941.38,210.0,422.48,20.0,40.24,150.88,2939.22
0,0.0,1.0,6.31,3.0,18.93,102.0,643.78,124.0,782.63,219.0,1382.23,14.0,88.36,,,669.02,
0,0.0,10.0,73.87,12.0,88.65,247.0,1824.63,196.0,1447.88,790.0,5835.86,17.0,125.58,,,1987.15,
4,22.22,19.0,105.54,20.0,111.1,131.0,727.7,240.0,1333.19,871.0,4838.35,60.0,333.3,0.0,0.0,966.56,6504.83
0,0.0,0.0,0.0,10.0,78.98,7.0,55.28,60.0,473.86,306.0,2416.68,48.0,379.09,0.0,0.0,134.26,3269.63
0,0.0,,,20.0,45.83,55.0,126.02,190.0,435.34,992.0,2272.94,96.0,219.96,12.0,27.5,,2955.73
0,0.0,9.0,11.72,36.0,46.89,83.0,108.1,616.0,802.29,1650.0,2149.0,339.0,441.52,16.0,20.84,166.71,3413.65
7,29.46,18.0,75.75,36.0,151.5,162.0,681.73,368.0,1548.63,1249.0,5256.07,98.0,412.41,10.0,42.08,938.43,7259.18
1,2.36,8.0,18.87,234.0,552.06,170.0,401.07,1051.0,2479.53,3886.0,9167.91,842.0,1986.46,7.0,16.51,974.36,13650.41
0,0.0,12.0,30.94,57.0,146.96,171.0,440.88,422.0,1088.02,1187.0,3060.38,105.0,270.72,21.0,54.14,618.78,4473.26
0,0.0,1.0,3.29,25.0,82.37,36.0,118.61,125.0,411.85,481.0,1584.79,71.0,233.93,10.0,32.95,204.28,2263.52
6,7.11,90.0,106.61,223.0,264.17,224.0,265.35,1142.0,1352.82,2800.0,3316.91,283.0,335.24,136.0,161.11,643.24,5166.08
0,0.0,24.0,90.21,13.0,48.86,59.0,221.77,208.0,781.84,1008.0,3788.9,50.0,187.94,7.0,26.31,360.85,4784.99
0,0.0,6.0,42.76,11.0,78.4,77.0,548.78,111.0,791.11,486.0,3463.76,50.0,356.35,3.0,21.38,669.95,4632.6
0,0.0,,,64.0,72.53,240.0,272.0,486.0,550.8,2193.0,2485.41,295.0,334.33,12.0,13.6,,3384.14
2,3.77,8.0,15.07,52.0,97.95,32.0,60.28,239.0,450.19,1646.0,3100.45,231.0,435.12,1.0,1.88,177.06,3987.64
1,3.45,8.0,27.64,9.0,31.09,37.0,127.82,110.0,380.02,410.0,1416.43,35.0,120.91,4.0,13.82,190.01,1931.18
4,10.48,14.0,36.68,164.0,429.62,132.0,345.79,448.0,1173.6,605.0,1584.89,271.0,709.93,9.0,23.58,822.57,3492.0
0,0.0,11.0,27.15,32.0,78.99,196.0,483.83,368.0,908.42,1429.0,3527.52,110.0,271.54,48.0,118.49,589.98,4825.97
0,0.0,16.0,35.02,23.0,50.34,47.0,102.87,300.0,656.6,1148.0,2512.58,103.0,225.43,4.0,8.75,188.22,3403.37
1,2.96,,,1.0,2.96,27.0,80.03,120.0,355.69,717.0,2125.26,63.0,186.74,20.0,59.28,,2726.98
0,0.0,1.0,5.05,1.0,5.05,28.0,141.48,99.0,500.23,656.0,3314.64,17.0,85.9,2.0,10.11,151.58,3910.87
0,0.0,,,9.0,71.17,27.0,213.52,94.0,743.38,467.0,3693.16,8.0,63.27,3.0,23.72,,4523.53
0,0.0,0.0,0.0,14.0,81.62,11.0,64.13,180.0,1049.44,624.0,3638.06,59.0,343.98,4.0,23.32,145.76,5054.8
10,13.4,73.0,97.8,198.0,265.26,341.0,456.84,1317.0,1764.37,3669.0,4915.33,539.0,722.09,22.0,29.47,833.29,7431.27
62,25.42,204.0,83.66,1428.0,585.59,1075.0,440.83,3732.0,1530.41,13535.0,5550.38,2173.0,891.1,135.0,55.36,1135.5,8027.25
121,44.69,297.0,109.7,1706.0,630.15,4554.0,1682.13,6628.0,2448.21,14926.0,5513.28,3544.0,1309.06,215.0,79.42,2466.68,9349.97
4,32.63,3.0,24.47,30.0,244.74,55.0,448.69,271.0,2210.8,677.0,5522.92,44.0,358.95,3.0,24.47,750.53,8117.15
1,2.37,22.0,52.11,15.0,35.53,40.0,94.75,214.0,506.93,1033.0,2447.0,90.0,213.19,6.0,14.21,184.77,3181.33
60,45.09,72.0,54.11,1560.0,1172.43,848.0,637.32,3653.0,2745.44,3820.0,2870.95,3586.0,2695.09,192.0,144.3,1908.96,8455.77
0,0.0,1.0,7.82,1.0,7.82,5.0,39.11,72.0,563.12,631.0,4935.09,7.0,54.75,0.0,0.0,54.75,5552.95
0,0.0,,,3.0,16.87,7.0,39.35,71.0,399.15,413.0,2321.79,25.0,140.54,2.0,11.24,,2872.72
0,0.0,,,18.0,153.94,12.0,102.63,80.0,684.17,577.0,4934.58,42.0,359.19,3.0,25.66,,6003.59
0,0.0,5.0,23.05,14.0,64.54,60.0,276.61,203.0,935.87,838.0,3863.35,101.0,465.63,7.0,32.27,364.21,5297.13
0,0.0,3.0,22.93,4.0,30.57,9.0,68.78,125.0,955.29,686.0,5242.64,16.0,122.28,,,122.28,
0,0.0,1.0,7.93,0.0,0.0,1.0,7.93,53.0,420.27,348.0,2759.5,7.0,55.51,,,15.86,
1,2.9,3.0,8.69,8.0,23.18,39.0,113.01,164.0,475.24,1188.0,3442.58,73.0,211.54,0.0,0.0,147.79,4129.36
0,0.0,,,2.0,11.08,28.0,155.12,82.0,454.29,585.0,3241.0,39.0,216.07,3.0,16.62,,3927.98
2,16.7,,,24.0,200.38,256.0,2137.43,251.0,2095.68,725.0,6053.27,148.0,1235.7,0.0,0.0,,9384.65
6,18.74,11.0,34.36,205.0,640.26,316.0,986.94,1046.0,3266.91,2529.0,7898.68,412.0,1286.78,0.0,0.0,1680.3,12452.37
0,0.0,1.0,5.99,4.0,23.94,9.0,53.88,29.0,173.6,405.0,2424.42,12.0,71.83,1.0,5.99,83.81,2675.85
4,11.7,22.0,64.33,92.0,269.01,109.0,318.72,424.0,1239.8,1677.0,4903.65,364.0,1064.36,7.0,20.47,663.76,7228.28
8,9.32,53.0,61.77,129.0,150.34,270.0,314.66,859.0,1001.07,3141.0,3660.5,312.0,363.6,33.0,38.46,536.08,5063.63
1,6.07,1.0,6.07,7.0,42.51,8.0,48.58,43.0,261.14,270.0,1639.74,122.0,740.92,0.0,0.0,103.24,2641.81
5,5.81,44.0,51.13,159.0,184.76,463.0,538.02,938.0,1089.99,3317.0,3854.47,226.0,262.62,18.0,20.92,779.72,5227.99
18,58.12,,,368.0,1188.25,190.0,613.5,840.0,2712.3,1371.0,4426.86,897.0,2896.35,12.0,38.75,,10074.27
10,18.26,24.0,43.82,78.0,142.41,99.0,180.75,388.0,708.38,1622.0,2961.31,82.0,149.71,17.0,31.04,385.23,3850.44
0,0.0,8.0,47.01,2.0,11.75,4.0,23.5,177.0,1040.01,689.0,4048.42,11.0,64.63,0.0,0.0,82.26,5153.06
1,3.43,3.0,10.29,12.0,41.15,53.0,181.74,159.0,545.21,239.0,819.53,44.0,150.88,8.0,27.43,236.6,1543.05
0,0.0,6.0,50.0,10.0,83.33,70.0,583.28,123.0,1024.91,446.0,3716.36,57.0,474.96,2.0,16.67,716.61,5232.9
15,33.82,18.0,40.58,209.0,471.17,133.0,299.83,1259.0,2838.27,2314.0,5216.65,533.0,1201.59,16.0,36.07,845.39,9292.57
0,0.0,2.0,6.01,16.0,48.08,50.0,150.24,181.0,543.85,721.0,2166.4,35.0,105.17,,,204.32,
0,0.0,0.0,0.0,0.0,0.0,2.0,17.24,20.0,172.44,54.0,465.6,4.0,34.49,,,17.24,
0,0.0,5.0,12.6,65.0,163.78,48.0,120.94,301.0,758.42,795.0,2003.12,450.0,1133.84,1.0,2.52,297.32,3897.9
1,2.47,18.0,44.54,18.0,44.54,21.0,51.96,247.0,611.16,1306.0,3231.47,87.0,215.27,16.0,39.59,143.51,4097.49
0,0.0,0.0,0.0,4.0,25.25,4.0,25.25,33.0,208.28,203.0,1281.24,19.0,119.92,0.0,0.0,50.49,1609.44
1,1.77,8.0,14.19,72.0,127.73,187.0,331.75,372.0,659.96,1379.0,2446.47,352.0,624.48,4.0,7.1,475.46,3738.0
0,0.0,1.0,5.6,1.0,5.6,5.0,28.01,62.0,347.32,134.0,750.66,15.0,84.03,11.0,61.62,39.21,1243.63
4,14.5,8.0,28.99,62.0,224.71,240.0,869.85,569.0,2062.27,2009.0,7281.36,135.0,489.29,3.0,10.87,1138.05,9843.79
8,18.76,11.0,25.79,214.0,501.82,327.0,766.8,669.0,1568.77,562.0,1317.86,393.0,921.56,10.0,23.45,1313.17,3831.63
6,18.6,8.0,24.8,53.0,164.31,190.0,589.04,465.0,1441.59,1418.0,4396.08,147.0,455.73,5.0,15.5,796.75,6308.9
0,0.0,2.0,8.71,6.0,26.12,14.0,60.94,87.0,378.69,324.0,1410.29,29.0,126.23,0.0,0.0,95.76,1915.21
1,7.89,,,1.0,7.89,10.0,78.91,40.0,315.66,492.0,3882.58,16.0,126.26,4.0,31.57,,4356.06
0,0.0,2.0,15.08,10.0,75.42,16.0,120.67,180.0,1357.57,711.0,5362.4,54.0,407.27,15.0,113.13,211.18,7240.37
1,3.51,4.0,14.02,17.0,59.59,45.0,157.73,99.0,347.0,518.0,1815.63,39.0,136.7,5.0,17.53,234.84,2316.86
3,5.38,3.0,5.38,88.0,157.86,57.0,102.25,394.0,706.79,1971.0,3535.74,387.0,694.23,9.0,16.14,270.88,4952.91
1,3.89,13.0,50.55,28.0,108.87,86.0,334.38,157.0,610.44,925.0,3596.56,75.0,291.61,4.0,15.55,497.69,4514.17
3,20.04,0.0,0.0,20.0,133.6,35.0,233.8,202.0,1349.37,927.0,6192.38,65.0,434.2,15.0,100.2,387.44,8076.15
1,6.57,13.0,85.4,51.0,335.02,166.0,1090.46,257.0,1688.23,1056.0,6936.87,176.0,1156.15,2.0,13.14,1517.44,9794.39
